protein,has_esm2,esm2_file,has_prott5,prott5_file,has_structure,structure_file,structure_last_dim,structure_dim_ok
P04179,True,P04179.pt,True,P04179.pt,True,P04179.pt,112,True
P04181,True,P04181.pt,True,P04181.pt,True,P04181.pt,112,True
P04183,True,P04183.pt,True,P04183.pt,True,P04183.pt,112,True
P04406,True,P04406.pt,True,P04406.pt,True,P04406.pt,112,True
P04632,True,P04632.pt,True,P04632.pt,True,P04632.pt,112,True
P04792,True,P04792.pt,True,P04792.pt,True,P04792.pt,112,True
P04818,True,P04818.pt,True,P04818.pt,True,P04818.pt,112,True
P04843,True,P04843.pt,True,P04843.pt,True,P04843.pt,112,True
P04844,True,P04844.pt,True,P04844.pt,True,P04844.pt,112,True
P04920,True,P04920.pt,True,P04920.pt,True,P04920.pt,112,True
P05026,True,P05026.pt,True,P05026.pt,True,P05026.pt,112,True
P05114,True,P05114.pt,True,P05114.pt,True,P05114.pt,112,True
P05141,True,P05141.pt,True,P05141.pt,True,P05141.pt,112,True
P05187,True,P05187.pt,True,P05187.pt,True,P05187.pt,112,True
P05198,True,P05198.pt,True,P05198.pt,True,P05198.pt,112,True
P05387,True,P05387.pt,True,P05387.pt,True,P05387.pt,112,True
P05388,True,P05388.pt,True,P05388.pt,True,P05388.pt,112,True
P05455,True,P05455.pt,True,P05455.pt,True,P05455.pt,112,True
P05556,True,P05556.pt,True,P05556.pt,True,P05556.pt,112,True
P05783,True,P05783.pt,True,P05783.pt,True,P05783.pt,112,True
P06213,True,P06213.pt,True,P06213.pt,True,P06213.pt,112,True
P06280,True,P06280.pt,True,P06280.pt,True,P06280.pt,112,True
P06454,True,P06454.pt,True,P06454.pt,True,P06454.pt,112,True
P06576,True,P06576.pt,True,P06576.pt,True,P06576.pt,112,True
P06733,True,P06733.pt,True,P06733.pt,True,P06733.pt,112,True
P06737,True,P06737.pt,True,P06737.pt,True,P06737.pt,112,True
P06744,True,P06744.pt,True,P06744.pt,True,P06744.pt,112,True
P06748,True,P06748.pt,True,P06748.pt,True,P06748.pt,112,True
P06753,True,P06753.pt,True,P06753.pt,True,P06753.pt,112,True
P07099,True,P07099.pt,True,P07099.pt,True,P07099.pt,112,True
P07195,True,P07195.pt,True,P07195.pt,True,P07195.pt,112,True
P07237,True,P07237.pt,True,P07237.pt,True,P07237.pt,112,True
P07305,True,P07305.pt,True,P07305.pt,True,P07305.pt,112,True
P07311,True,P07311.pt,True,P07311.pt,True,P07311.pt,112,True
P07339,True,P07339.pt,True,P07339.pt,True,P07339.pt,112,True
P07384,True,P07384.pt,True,P07384.pt,True,P07384.pt,112,True
P07737,True,P07737.pt,True,P07737.pt,True,P07737.pt,112,True
P07741,True,P07741.pt,True,P07741.pt,True,P07741.pt,112,True
P07814,True,P07814.pt,True,P07814.pt,True,P07814.pt,112,True
P07858,True,P07858.pt,True,P07858.pt,True,P07858.pt,112,True
P07910,True,P07910.pt,True,P07910.pt,True,P07910.pt,112,True
P07942,True,P07942.pt,True,P07942.pt,True,P07942.pt,112,True
P07954,True,P07954.pt,True,P07954.pt,True,P07954.pt,112,True
P08047,True,P08047.pt,True,P08047.pt,True,P08047.pt,112,True
P08133,True,P08133.pt,True,P08133.pt,True,P08133.pt,112,True
P08174,True,P08174.pt,True,P08174.pt,True,P08174.pt,112,True
P08183,True,P08183.pt,True,P08183.pt,True,P08183.pt,112,True
P08240,True,P08240.pt,True,P08240.pt,True,P08240.pt,112,True
P08243,True,P08243.pt,True,P08243.pt,True,P08243.pt,112,True
P08397,True,P08397.pt,True,P08397.pt,True,P08397.pt,112,True
P08559,True,P08559.pt,True,P08559.pt,True,P08559.pt,112,True
P08621,True,P08621.pt,True,P08621.pt,True,P08621.pt,112,True
P08651,True,P08651.pt,True,P08651.pt,True,P08651.pt,112,True
P08708,True,P08708.pt,True,P08708.pt,True,P08708.pt,112,True
P08865,True,P08865.pt,True,P08865.pt,True,P08865.pt,112,True
P09001,True,P09001.pt,True,P09001.pt,True,P09001.pt,112,True
P09012,True,P09012.pt,True,P09012.pt,True,P09012.pt,112,True
P09038,True,P09038.pt,True,P09038.pt,True,P09038.pt,112,True
P09132,True,P09132.pt,True,P09132.pt,True,P09132.pt,112,True
P09211,True,P09211.pt,True,P09211.pt,True,P09211.pt,112,True
P09234,True,P09234.pt,True,P09234.pt,True,P09234.pt,112,True
P09382,True,P09382.pt,True,P09382.pt,True,P09382.pt,112,True
P09496,True,P09496.pt,True,P09496.pt,True,P09496.pt,112,True
P09543,True,P09543.pt,True,P09543.pt,True,P09543.pt,112,True
P09622,True,P09622.pt,True,P09622.pt,True,P09622.pt,112,True
P09661,True,P09661.pt,True,P09661.pt,True,P09661.pt,112,True
P09874,True,P09874.pt,True,P09874.pt,True,P09874.pt,112,True
P09884,True,P09884.pt,True,P09884.pt,True,P09884.pt,112,True
P09960,True,P09960.pt,True,P09960.pt,True,P09960.pt,112,True
P0C7P0,True,P0C7P0.pt,True,P0C7P0.pt,True,P0C7P0.pt,112,True
P0C7P4,True,P0C7P4.pt,True,P0C7P4.pt,True,P0C7P4.pt,112,True
P0CG48,True,P0CG48.pt,True,P0CG48.pt,True,P0CG48.pt,112,True
P0DJ07,True,P0DJ07.pt,True,P0DJ07.pt,True,P0DJ07.pt,112,True
P0DMU7,True,P0DMU7.pt,True,P0DMU7.pt,True,P0DMU7.pt,112,True
P0DPB6,True,P0DPB6.pt,True,P0DPB6.pt,True,P0DPB6.pt,112,True
P10155,True,P10155.pt,True,P10155.pt,True,P10155.pt,112,True
P10321,True,P10321.pt,True,P10321.pt,True,P10321.pt,112,True
P10515,True,P10515.pt,True,P10515.pt,True,P10515.pt,112,True
P10606,True,P10606.pt,True,P10606.pt,True,P10606.pt,112,True
P10620,True,P10620.pt,True,P10620.pt,True,P10620.pt,112,True
P10644,True,P10644.pt,True,P10644.pt,True,P10644.pt,112,True
P10768,True,P10768.pt,True,P10768.pt,True,P10768.pt,112,True
P10809,True,P10809.pt,True,P10809.pt,True,P10809.pt,112,True
P10909,True,P10909.pt,True,P10909.pt,True,P10909.pt,112,True
P11047,True,P11047.pt,True,P11047.pt,True,P11047.pt,112,True
P11117,True,P11117.pt,True,P11117.pt,True,P11117.pt,112,True
P11166,True,P11166.pt,True,P11166.pt,True,P11166.pt,112,True
P11172,True,P11172.pt,True,P11172.pt,True,P11172.pt,112,True
P11177,True,P11177.pt,True,P11177.pt,True,P11177.pt,112,True
P11233,True,P11233.pt,True,P11233.pt,True,P11233.pt,112,True
P11310,True,P11310.pt,True,P11310.pt,True,P11310.pt,112,True
P11387,True,P11387.pt,True,P11387.pt,True,P11387.pt,112,True
P11413,True,P11413.pt,True,P11413.pt,True,P11413.pt,112,True
P11498,True,P11498.pt,True,P11498.pt,True,P11498.pt,112,True
P11717,True,P11717.pt,True,P11717.pt,True,P11717.pt,112,True
P11766,True,P11766.pt,True,P11766.pt,True,P11766.pt,112,True
P11831,True,P11831.pt,True,P11831.pt,True,P11831.pt,112,True
P11908,True,P11908.pt,True,P11908.pt,True,P11908.pt,112,True
P12004,True,P12004.pt,True,P12004.pt,True,P12004.pt,112,True
P12081,True,P12081.pt,True,P12081.pt,True,P12081.pt,112,True
P12107,True,P12107.pt,True,P12107.pt,True,P12107.pt,112,True
P12268,True,P12268.pt,True,P12268.pt,True,P12268.pt,112,True
P12270,True,P12270.pt,True,P12270.pt,True,P12270.pt,112,True
P12694,True,P12694.pt,True,P12694.pt,True,P12694.pt,112,True
P12955,True,P12955.pt,True,P12955.pt,True,P12955.pt,112,True
P12956,True,P12956.pt,True,P12956.pt,True,P12956.pt,112,True
P13010,True,P13010.pt,True,P13010.pt,True,P13010.pt,112,True
P13051,True,P13051.pt,True,P13051.pt,True,P13051.pt,112,True
P13073,True,P13073.pt,True,P13073.pt,True,P13073.pt,112,True
P13284,True,P13284.pt,True,P13284.pt,True,P13284.pt,112,True
P13489,True,P13489.pt,True,P13489.pt,True,P13489.pt,112,True
P13639,True,P13639.pt,True,P13639.pt,True,P13639.pt,112,True
P13667,True,P13667.pt,True,P13667.pt,True,P13667.pt,112,True
P13674,True,P13674.pt,True,P13674.pt,True,P13674.pt,112,True
P13693,True,P13693.pt,True,P13693.pt,True,P13693.pt,112,True
P13797,True,P13797.pt,True,P13797.pt,True,P13797.pt,112,True
P13804,True,P13804.pt,True,P13804.pt,True,P13804.pt,112,True
P13807,True,P13807.pt,True,P13807.pt,True,P13807.pt,112,True
P13984,True,P13984.pt,True,P13984.pt,True,P13984.pt,112,True
P13987,True,P13987.pt,True,P13987.pt,True,P13987.pt,112,True
P13995,True,P13995.pt,True,P13995.pt,True,P13995.pt,112,True
P14174,True,P14174.pt,True,P14174.pt,True,P14174.pt,112,True
P14209,True,P14209.pt,True,P14209.pt,True,P14209.pt,112,True
P14314,True,P14314.pt,True,P14314.pt,True,P14314.pt,112,True
P14317,True,P14317.pt,True,P14317.pt,True,P14317.pt,112,True
P14324,True,P14324.pt,True,P14324.pt,True,P14324.pt,112,True
P14550,True,P14550.pt,True,P14550.pt,True,P14550.pt,112,True
P14625,True,P14625.pt,True,P14625.pt,True,P14625.pt,112,True
P14635,True,P14635.pt,True,P14635.pt,True,P14635.pt,112,True
P14678,True,P14678.pt,True,P14678.pt,True,P14678.pt,112,True
P14735,True,P14735.pt,True,P14735.pt,True,P14735.pt,112,True
P14854,True,P14854.pt,True,P14854.pt,True,P14854.pt,112,True
P14866,True,P14866.pt,True,P14866.pt,True,P14866.pt,112,True
P14868,True,P14868.pt,True,P14868.pt,True,P14868.pt,112,True
P15056,True,P15056.pt,True,P15056.pt,True,P15056.pt,112,True
P15311,True,P15311.pt,True,P15311.pt,True,P15311.pt,112,True
P15328,True,P15328.pt,True,P15328.pt,True,P15328.pt,112,True
P15374,True,P15374.pt,True,P15374.pt,True,P15374.pt,112,True
P15408,True,P15408.pt,True,P15408.pt,True,P15408.pt,112,True
P15529,True,P15529.pt,True,P15529.pt,True,P15529.pt,112,True
P15531,True,P15531.pt,True,P15531.pt,True,P15531.pt,112,True
P15559,True,P15559.pt,True,P15559.pt,True,P15559.pt,112,True
P15735,True,P15735.pt,True,P15735.pt,True,P15735.pt,112,True
P15880,True,P15880.pt,True,P15880.pt,True,P15880.pt,112,True
P15927,True,P15927.pt,True,P15927.pt,True,P15927.pt,112,True
P16070,True,P16070.pt,True,P16070.pt,True,P16070.pt,112,True
P16152,True,P16152.pt,True,P16152.pt,True,P16152.pt,112,True
P16278,True,P16278.pt,True,P16278.pt,True,P16278.pt,112,True
P16401,True,P16401.pt,True,P16401.pt,True,P16401.pt,112,True
P16435,True,P16435.pt,True,P16435.pt,True,P16435.pt,112,True
P16591,True,P16591.pt,True,P16591.pt,True,P16591.pt,112,True
P16615,True,P16615.pt,True,P16615.pt,True,P16615.pt,112,True
P16989,True,P16989.pt,True,P16989.pt,True,P16989.pt,112,True
P17096,True,P17096.pt,True,P17096.pt,True,P17096.pt,112,True
P17252,True,P17252.pt,True,P17252.pt,True,P17252.pt,112,True
P17480,True,P17480.pt,True,P17480.pt,True,P17480.pt,112,True
P17568,True,P17568.pt,True,P17568.pt,True,P17568.pt,112,True
P17612,True,P17612.pt,True,P17612.pt,True,P17612.pt,112,True
P17676,True,P17676.pt,True,P17676.pt,True,P17676.pt,112,True
P17812,True,P17812.pt,True,P17812.pt,True,P17812.pt,112,True
P17987,True,P17987.pt,True,P17987.pt,True,P17987.pt,112,True
P18031,True,P18031.pt,True,P18031.pt,True,P18031.pt,112,True
P18074,True,P18074.pt,True,P18074.pt,True,P18074.pt,112,True
P18077,True,P18077.pt,True,P18077.pt,True,P18077.pt,112,True
P18124,True,P18124.pt,True,P18124.pt,True,P18124.pt,112,True
P18206,True,P18206.pt,True,P18206.pt,True,P18206.pt,112,True
P18583,True,P18583.pt,True,P18583.pt,True,P18583.pt,112,True
P18621,True,P18621.pt,True,P18621.pt,True,P18621.pt,112,True
P18669,True,P18669.pt,True,P18669.pt,True,P18669.pt,112,True
P18754,True,P18754.pt,True,P18754.pt,True,P18754.pt,112,True
P18858,True,P18858.pt,True,P18858.pt,True,P18858.pt,112,True
P19174,True,P19174.pt,True,P19174.pt,True,P19174.pt,112,True
P19338,True,P19338.pt,True,P19338.pt,True,P19338.pt,112,True
P19367,True,P19367.pt,True,P19367.pt,True,P19367.pt,112,True
P19404,True,P19404.pt,True,P19404.pt,True,P19404.pt,112,True
P19440,True,P19440.pt,True,P19440.pt,True,P19440.pt,112,True
P19525,True,P19525.pt,True,P19525.pt,True,P19525.pt,112,True
P19532,True,P19532.pt,True,P19532.pt,True,P19532.pt,112,True
P20042,True,P20042.pt,True,P20042.pt,True,P20042.pt,112,True
P20226,True,P20226.pt,True,P20226.pt,True,P20226.pt,112,True
P20290,True,P20290.pt,True,P20290.pt,True,P20290.pt,112,True
P20585,True,P20585.pt,True,P20585.pt,True,P20585.pt,112,True
P20618,True,P20618.pt,True,P20618.pt,True,P20618.pt,112,True
P20645,True,P20645.pt,True,P20645.pt,True,P20645.pt,112,True
P20674,True,P20674.pt,True,P20674.pt,True,P20674.pt,112,True
P20810,True,P20810.pt,True,P20810.pt,True,P20810.pt,112,True
P21127,True,P21127.pt,True,P21127.pt,True,P21127.pt,112,True
P21266,True,P21266.pt,True,P21266.pt,True,P21266.pt,112,True
P21281,True,P21281.pt,True,P21281.pt,True,P21281.pt,112,True
P21283,True,P21283.pt,True,P21283.pt,True,P21283.pt,112,True
P21291,True,P21291.pt,True,P21291.pt,True,P21291.pt,112,True
P21912,True,P21912.pt,True,P21912.pt,True,P21912.pt,112,True
P21926,True,P21926.pt,True,P21926.pt,True,P21926.pt,112,True
P21953,True,P21953.pt,True,P21953.pt,True,P21953.pt,112,True
P21964,True,P21964.pt,True,P21964.pt,True,P21964.pt,112,True
P22033,True,P22033.pt,True,P22033.pt,True,P22033.pt,112,True
P22059,True,P22059.pt,True,P22059.pt,True,P22059.pt,112,True
P22087,True,P22087.pt,True,P22087.pt,True,P22087.pt,112,True
P22090,True,P22090.pt,True,P22090.pt,True,P22090.pt,112,True
P22102,True,P22102.pt,True,P22102.pt,True,P22102.pt,112,True
P22234,True,P22234.pt,True,P22234.pt,True,P22234.pt,112,True
P22307,True,P22307.pt,True,P22307.pt,True,P22307.pt,112,True
P22314,True,P22314.pt,True,P22314.pt,True,P22314.pt,112,True
P22413,True,P22413.pt,True,P22413.pt,True,P22413.pt,112,True
P22695,True,P22695.pt,True,P22695.pt,True,P22695.pt,112,True
P22830,True,P22830.pt,True,P22830.pt,True,P22830.pt,112,True
P23142,True,P23142.pt,True,P23142.pt,True,P23142.pt,112,True
P23193,True,P23193.pt,True,P23193.pt,True,P23193.pt,112,True
P23229,True,P23229.pt,True,P23229.pt,True,P23229.pt,112,True
P23246,True,P23246.pt,True,P23246.pt,True,P23246.pt,112,True
P23381,True,P23381.pt,True,P23381.pt,True,P23381.pt,112,True
P23396,True,P23396.pt,True,P23396.pt,True,P23396.pt,112,True
P23497,True,P23497.pt,True,P23497.pt,True,P23497.pt,112,True
P23511,True,P23511.pt,True,P23511.pt,True,P23511.pt,112,True
P23528,True,P23528.pt,True,P23528.pt,True,P23528.pt,112,True
P23588,True,P23588.pt,True,P23588.pt,True,P23588.pt,112,True
P23763,True,P23763.pt,True,P23763.pt,True,P23763.pt,112,True
P23786,True,P23786.pt,True,P23786.pt,True,P23786.pt,112,True
P23919,True,P23919.pt,True,P23919.pt,True,P23919.pt,112,True
P23921,True,P23921.pt,True,P23921.pt,True,P23921.pt,112,True
P24001,True,P24001.pt,True,P24001.pt,True,P24001.pt,112,True
P24539,True,P24539.pt,True,P24539.pt,True,P24539.pt,112,True
P24666,True,P24666.pt,True,P24666.pt,True,P24666.pt,112,True
P24752,True,P24752.pt,True,P24752.pt,True,P24752.pt,112,True
P24928,True,P24928.pt,True,P24928.pt,True,P24928.pt,112,True
P25098,True,P25098.pt,True,P25098.pt,True,P25098.pt,112,True
P25205,True,P25205.pt,True,P25205.pt,True,P25205.pt,112,True
P25325,True,P25325.pt,True,P25325.pt,True,P25325.pt,112,True
P25398,True,P25398.pt,True,P25398.pt,True,P25398.pt,112,True
P25440,True,P25440.pt,True,P25440.pt,True,P25440.pt,112,True
P25490,True,P25490.pt,True,P25490.pt,True,P25490.pt,112,True
P25705,True,P25705.pt,True,P25705.pt,True,P25705.pt,112,True
P25786,True,P25786.pt,True,P25786.pt,True,P25786.pt,112,True
P25788,True,P25788.pt,True,P25788.pt,True,P25788.pt,112,True
P25789,True,P25789.pt,True,P25789.pt,True,P25789.pt,112,True
P26006,True,P26006.pt,True,P26006.pt,True,P26006.pt,112,True
P26196,True,P26196.pt,True,P26196.pt,True,P26196.pt,112,True
P26232,True,P26232.pt,True,P26232.pt,True,P26232.pt,112,True
P26358,True,P26358.pt,True,P26358.pt,True,P26358.pt,112,True
P26368,True,P26368.pt,True,P26368.pt,True,P26368.pt,112,True
P26373,True,P26373.pt,True,P26373.pt,True,P26373.pt,112,True
P26374,True,P26374.pt,True,P26374.pt,True,P26374.pt,112,True
P26447,True,P26447.pt,True,P26447.pt,True,P26447.pt,112,True
P26640,True,P26640.pt,True,P26640.pt,True,P26640.pt,112,True
P26641,True,P26641.pt,True,P26641.pt,True,P26641.pt,112,True
P27105,True,P27105.pt,True,P27105.pt,True,P27105.pt,112,True
P27144,True,P27144.pt,True,P27144.pt,True,P27144.pt,112,True
P27361,True,P27361.pt,True,P27361.pt,True,P27361.pt,112,True
P27694,True,P27694.pt,True,P27694.pt,True,P27694.pt,112,True
P27695,True,P27695.pt,True,P27695.pt,True,P27695.pt,112,True
P27707,True,P27707.pt,True,P27707.pt,True,P27707.pt,112,True
P27708,True,P27708.pt,True,P27708.pt,True,P27708.pt,112,True
P27797,True,P27797.pt,True,P27797.pt,True,P27797.pt,112,True
P27816,True,P27816.pt,True,P27816.pt,True,P27816.pt,112,True
P27824,True,P27824.pt,True,P27824.pt,True,P27824.pt,112,True
P28062,True,P28062.pt,True,P28062.pt,True,P28062.pt,112,True
P28070,True,P28070.pt,True,P28070.pt,True,P28070.pt,112,True
P28072,True,P28072.pt,True,P28072.pt,True,P28072.pt,112,True
P28288,True,P28288.pt,True,P28288.pt,True,P28288.pt,112,True
P28331,True,P28331.pt,True,P28331.pt,True,P28331.pt,112,True
P28340,True,P28340.pt,True,P28340.pt,True,P28340.pt,112,True
P28702,True,P28702.pt,True,P28702.pt,True,P28702.pt,112,True
P28715,True,P28715.pt,True,P28715.pt,True,P28715.pt,112,True
P28838,True,P28838.pt,True,P28838.pt,True,P28838.pt,112,True
P29083,True,P29083.pt,True,P29083.pt,True,P29083.pt,112,True
P29084,True,P29084.pt,True,P29084.pt,True,P29084.pt,112,True
P29144,True,P29144.pt,True,P29144.pt,True,P29144.pt,112,True
P29401,True,P29401.pt,True,P29401.pt,True,P29401.pt,112,True
P29692,True,P29692.pt,True,P29692.pt,True,P29692.pt,112,True
P29966,True,P29966.pt,True,P29966.pt,True,P29966.pt,112,True
P29992,True,P29992.pt,True,P29992.pt,True,P29992.pt,112,True
P30040,True,P30040.pt,True,P30040.pt,True,P30040.pt,112,True
P30041,True,P30041.pt,True,P30041.pt,True,P30041.pt,112,True
P30044,True,P30044.pt,True,P30044.pt,True,P30044.pt,112,True
P30047,True,P30047.pt,True,P30047.pt,True,P30047.pt,112,True
P30049,True,P30049.pt,True,P30049.pt,True,P30049.pt,112,True
P30050,True,P30050.pt,True,P30050.pt,True,P30050.pt,112,True
P30084,True,P30084.pt,True,P30084.pt,True,P30084.pt,112,True
P30085,True,P30085.pt,True,P30085.pt,True,P30085.pt,112,True
P30086,True,P30086.pt,True,P30086.pt,True,P30086.pt,112,True
P30414,True,P30414.pt,True,P30414.pt,True,P30414.pt,112,True
P30419,True,P30419.pt,True,P30419.pt,True,P30419.pt,112,True
P30519,True,P30519.pt,True,P30519.pt,True,P30519.pt,112,True
P30520,True,P30520.pt,True,P30520.pt,True,P30520.pt,112,True
P30533,True,P30533.pt,True,P30533.pt,True,P30533.pt,112,True
P30566,True,P30566.pt,True,P30566.pt,True,P30566.pt,112,True
P30613,True,P30613.pt,True,P30613.pt,True,P30613.pt,112,True
P30622,True,P30622.pt,True,P30622.pt,True,P30622.pt,112,True
P30740,True,P30740.pt,True,P30740.pt,True,P30740.pt,112,True
P30876,True,P30876.pt,True,P30876.pt,True,P30876.pt,112,True
P31040,True,P31040.pt,True,P31040.pt,True,P31040.pt,112,True
P31150,True,P31150.pt,True,P31150.pt,True,P31150.pt,112,True
P31153,True,P31153.pt,True,P31153.pt,True,P31153.pt,112,True
P31323,True,P31323.pt,True,P31323.pt,True,P31323.pt,112,True
P31350,True,P31350.pt,True,P31350.pt,True,P31350.pt,112,True
P31751,True,P31751.pt,True,P31751.pt,True,P31751.pt,112,True
P31937,True,P31937.pt,True,P31937.pt,True,P31937.pt,112,True
P31939,True,P31939.pt,True,P31939.pt,True,P31939.pt,112,True
P31943,True,P31943.pt,True,P31943.pt,True,P31943.pt,112,True
P31948,True,P31948.pt,True,P31948.pt,True,P31948.pt,112,True
P31949,True,P31949.pt,True,P31949.pt,True,P31949.pt,112,True
P32121,True,P32121.pt,True,P32121.pt,True,P32121.pt,112,True
P32320,True,P32320.pt,True,P32320.pt,True,P32320.pt,112,True
P32780,True,P32780.pt,True,P32780.pt,True,P32780.pt,112,True
P32929,True,P32929.pt,True,P32929.pt,True,P32929.pt,112,True
P32969,True,P32969.pt,True,P32969.pt,True,P32969.pt,112,True
P33316,True,P33316.pt,True,P33316.pt,True,P33316.pt,112,True
P33527,True,P33527.pt,True,P33527.pt,True,P33527.pt,112,True
P33552,True,P33552.pt,True,P33552.pt,True,P33552.pt,112,True
P33897,True,P33897.pt,True,P33897.pt,True,P33897.pt,112,True
P33991,True,P33991.pt,True,P33991.pt,True,P33991.pt,112,True
P33992,True,P33992.pt,True,P33992.pt,True,P33992.pt,112,True
P33993,True,P33993.pt,True,P33993.pt,True,P33993.pt,112,True
P34897,True,P34897.pt,True,P34897.pt,True,P34897.pt,112,True
P34913,True,P34913.pt,True,P34913.pt,True,P34913.pt,112,True
P34949,True,P34949.pt,True,P34949.pt,True,P34949.pt,112,True
P35222,True,P35222.pt,True,P35222.pt,True,P35222.pt,112,True
P35244,True,P35244.pt,True,P35244.pt,True,P35244.pt,112,True
P35249,True,P35249.pt,True,P35249.pt,True,P35249.pt,112,True
P35250,True,P35250.pt,True,P35250.pt,True,P35250.pt,112,True
P35251,True,P35251.pt,True,P35251.pt,True,P35251.pt,112,True
P35268,True,P35268.pt,True,P35268.pt,True,P35268.pt,112,True
P35269,True,P35269.pt,True,P35269.pt,True,P35269.pt,112,True
P35270,True,P35270.pt,True,P35270.pt,True,P35270.pt,112,True
P35527,True,P35527.pt,True,P35527.pt,True,P35527.pt,112,True
P35573,True,P35573.pt,True,P35573.pt,True,P35573.pt,112,True
P35606,True,P35606.pt,True,P35606.pt,True,P35606.pt,112,True
P35610,True,P35610.pt,True,P35610.pt,True,P35610.pt,112,True
P35613,True,P35613.pt,True,P35613.pt,True,P35613.pt,112,True
P35658,True,P35658.pt,True,P35658.pt,True,P35658.pt,112,True
P35659,True,P35659.pt,True,P35659.pt,True,P35659.pt,112,True
P35813,True,P35813.pt,True,P35813.pt,True,P35813.pt,112,True
P35914,True,P35914.pt,True,P35914.pt,True,P35914.pt,112,True
P36405,True,P36405.pt,True,P36405.pt,True,P36405.pt,112,True
P36507,True,P36507.pt,True,P36507.pt,True,P36507.pt,112,True
P36542,True,P36542.pt,True,P36542.pt,True,P36542.pt,112,True
P36543,True,P36543.pt,True,P36543.pt,True,P36543.pt,112,True
P36578,True,P36578.pt,True,P36578.pt,True,P36578.pt,112,True
P36776,True,P36776.pt,True,P36776.pt,True,P36776.pt,112,True
P36871,True,P36871.pt,True,P36871.pt,True,P36871.pt,112,True
P36897,True,P36897.pt,True,P36897.pt,True,P36897.pt,112,True
P36954,True,P36954.pt,True,P36954.pt,True,P36954.pt,112,True
P36957,True,P36957.pt,True,P36957.pt,True,P36957.pt,112,True
P37108,True,P37108.pt,True,P37108.pt,True,P37108.pt,112,True
P37198,True,P37198.pt,True,P37198.pt,True,P37198.pt,112,True
P37235,True,P37235.pt,True,P37235.pt,True,P37235.pt,112,True
P37268,True,P37268.pt,True,P37268.pt,True,P37268.pt,112,True
P37837,True,P37837.pt,True,P37837.pt,True,P37837.pt,112,True
P38117,True,P38117.pt,True,P38117.pt,True,P38117.pt,112,True
P38435,True,P38435.pt,True,P38435.pt,True,P38435.pt,112,True
P38606,True,P38606.pt,True,P38606.pt,True,P38606.pt,112,True
P38646,True,P38646.pt,True,P38646.pt,True,P38646.pt,112,True
P38919,True,P38919.pt,True,P38919.pt,True,P38919.pt,112,True
P39019,True,P39019.pt,True,P39019.pt,True,P39019.pt,112,True
P39748,True,P39748.pt,True,P39748.pt,True,P39748.pt,112,True
P39880,True,P39880.pt,True,P39880.pt,True,P39880.pt,112,True
P40123,True,P40123.pt,True,P40123.pt,True,P40123.pt,112,True
P40222,True,P40222.pt,True,P40222.pt,True,P40222.pt,112,True
P40227,True,P40227.pt,True,P40227.pt,True,P40227.pt,112,True
P40429,True,P40429.pt,True,P40429.pt,True,P40429.pt,112,True
P40763,True,P40763.pt,True,P40763.pt,True,P40763.pt,112,True
P40818,True,P40818.pt,True,P40818.pt,True,P40818.pt,112,True
P40925,True,P40925.pt,True,P40925.pt,True,P40925.pt,112,True
P40926,True,P40926.pt,True,P40926.pt,True,P40926.pt,112,True
P40938,True,P40938.pt,True,P40938.pt,True,P40938.pt,112,True
P40939,True,P40939.pt,True,P40939.pt,True,P40939.pt,112,True
P41091,True,P41091.pt,True,P41091.pt,True,P41091.pt,112,True
P41208,True,P41208.pt,True,P41208.pt,True,P41208.pt,112,True
P41227,True,P41227.pt,True,P41227.pt,True,P41227.pt,112,True
P41236,True,P41236.pt,True,P41236.pt,True,P41236.pt,112,True
P41247,True,P41247.pt,True,P41247.pt,True,P41247.pt,112,True
P41250,True,P41250.pt,True,P41250.pt,True,P41250.pt,112,True
P41252,True,P41252.pt,True,P41252.pt,True,P41252.pt,112,True
P41743,True,P41743.pt,True,P41743.pt,True,P41743.pt,112,True
P42126,True,P42126.pt,True,P42126.pt,True,P42126.pt,112,True
P42166,True,P42166.pt,True,P42166.pt,True,P42166.pt,112,True
P42285,True,P42285.pt,True,P42285.pt,True,P42285.pt,112,True
P42345,True,P42345.pt,True,P42345.pt,True,P42345.pt,112,True
P42356,True,P42356.pt,True,P42356.pt,True,P42356.pt,112,True
P42566,True,P42566.pt,True,P42566.pt,True,P42566.pt,112,True
P42677,True,P42677.pt,True,P42677.pt,True,P42677.pt,112,True
P42684,True,P42684.pt,True,P42684.pt,True,P42684.pt,112,True
P42704,True,P42704.pt,True,P42704.pt,True,P42704.pt,112,True
P42766,True,P42766.pt,True,P42766.pt,True,P42766.pt,112,True
P42773,True,P42773.pt,True,P42773.pt,True,P42773.pt,112,True
P42898,True,P42898.pt,True,P42898.pt,True,P42898.pt,112,True
P43034,True,P43034.pt,True,P43034.pt,True,P43034.pt,112,True
P43121,True,P43121.pt,True,P43121.pt,True,P43121.pt,112,True
P43155,True,P43155.pt,True,P43155.pt,True,P43155.pt,112,True
P43243,True,P43243.pt,True,P43243.pt,True,P43243.pt,112,True
P43246,True,P43246.pt,True,P43246.pt,True,P43246.pt,112,True
P43304,True,P43304.pt,True,P43304.pt,True,P43304.pt,112,True
P43490,True,P43490.pt,True,P43490.pt,True,P43490.pt,112,True
P43897,True,P43897.pt,True,P43897.pt,True,P43897.pt,112,True
P45378,True,P45378.pt,True,P45378.pt,True,P45378.pt,112,True
P45880,True,P45880.pt,True,P45880.pt,True,P45880.pt,112,True
